11 6 28 1 108 -72 -72 -72 -72 -73 -72 -72 -71 -71 -71 -71 -71 -71 -71 -72 -71 -71 -72 -71 -71 -71 -71 -72 -72 -72 -73 -72 -72 -72 -72 -72 -72 -72 -73 -72 -72 -72 -73 -72 -73 -71 -71 -71 -71 -71 -72 -72 -72 -71 -71 -72 -72 -71 -71 -71 -71 -72 -71 -72 -72 -71 -72 -71 -71 -71 -71 -71 -71 -71 -71 -71 -70 -70 -71 -71 -71 -71 -71 -71 -71 (3.663399,2.074641)
11 6 30 1 108 -196 -255 -246 -72 -72 -72 -71 -71 -70 -71 -70 -71 -71 -72 -71 -71 -71 -71 -71 -71 -70 -70 -70 -70 -71 -71 -71 -72 -72 -71 -71 -71 -71 -72 -72 -72 -72 -72 -72 -72 -246 -148 -148 -71 -71 -70 -71 -71 -72 -72 -71 -72 -72 -71 -71 -71 -71 -72 -72 -72 -71 -72 -72 -72 -71 -71 -71 -71 -70 -70 -70 -70 -70 -70 -70 -70 -71 -70 -70 -70 (6.050000,2.238721)
11 6 33 1 108 -196 -255 -246 -72 -72 -71 -71 -71 -71 -71 -71 -71 -70 -71 -70 -70 -70 -70 -70 -69 -70 -70 -70 -69 -71 -70 -72 -72 -71 -71 -72 -72 -71 -71 -71 -71 -71 -70 -71 -71 -246 -148 -148 -73 -73 -73 -73 -72 -72 -72 -72 -72 -72 -72 -1 -72 -72 -72 -72 -73 -71 -72 -71 -71 -70 -69 -69 -68 -69 -68 -69 -69 -69 -69 -69 -69 -70 -69 -70 -69 (6.050000,1.995262)
11 6 35 1 108 -71 -70 -196 -255 -246 -71 -72 -72 -72 -72 -71 -72 -1 -71 -72 -71 -72 -72 -72 -71 -72 -71 -71 -71 -71 -71 -71 -71 -71 -72 -72 -72 -71 -71 -72 -72 -72 -72 -72 -72 -70 -70 -246 -148 -148 -71 -1 -1 -1 -1 -1 -1 -1 -1 -88 -1 -1 -85 -83 -83 -82 -82 -80 -81 -82 -84 -88 -86 -1 -83 -81 -83 -83 -83 -84 -85 -86 -83 -85 -84 (5.854883,2.230202)
11 6 38 1 108 -196 -255 -246 -72 -72 -1 -72 -71 -72 -71 -72 -72 -72 -72 -72 -72 -71 -71 -72 -72 -71 -71 -70 -1 -72 -72 -72 -1 -72 -72 -72 -72 -72 -72 -73 -73 -72 -72 -72 -73 -246 -148 -148 -82 -81 -1 -82 -82 -82 -81 -81 -1 -81 -80 -81 -80 -80 -80 -80 -80 -80 -80 -82 -1 -79 -78 -77 -1 -76 -77 -76 -78 -77 -1 -77 -77 -76 -77 -77 -76 (6.050000,2.238721)
11 6 40 1 108 -72 -73 -196 -255 -246 -76 -76 -75 -75 -74 -75 -74 -75 -1 -75 -75 -75 -74 -74 -73 -73 -74 -74 -73 -74 -75 -74 -73 -74 -74 -75 -74 -1 -75 -75 -75 -75 -74 -76 -76 -77 -77 -246 -148 -148 -80 -79 -79 -78 -78 -79 -81 -79 -1 -78 -81 -81 -82 -82 -82 -81 -80 -82 -81 -81 -81 -81 -79 -79 -80 -80 -79 -1 -78 -78 -78 -77 -78 -78 -76 (5.804362,2.807658)
11 6 43 1 108 -75 -76 -196 -255 -246 -79 -78 -79 -76 -76 -76 -76 -75 -76 -74 -75 -74 -73 -74 -74 -75 -75 -74 -74 -73 -73 -73 -74 -74 -75 -74 -76 -74 -74 -75 -75 -74 -74 -76 -77 -78 -76 -246 -148 -148 -77 -77 -78 -77 -78 -77 -79 -78 -79 -81 -78 -79 -81 -78 -79 -79 -81 -81 -80 -80 -82 -82 -82 -82 -82 -83 -83 -83 -82 -81 -84 -82 -81 -1 -81 (5.774389,3.150244)
11 6 45 1 108 -196 -255 -246 -77 -1 -76 -76 -76 -76 -77 -77 -76 -76 -76 -75 -74 -74 -75 -75 -75 -75 -76 -76 -75 -76 -77 -75 -77 -76 -76 -77 -77 -76 -76 -77 -77 -76 -77 -76 -76 -246 -148 -148 -78 -1 -79 -77 -78 -77 -77 -76 -77 -77 -77 -78 -77 -78 -78 -79 -78 -77 -78 -78 -78 -78 -78 -78 -78 -77 -78 -78 -77 -77 -77 -1 -77 -76 -77 -77 -78 (6.050000,3.548134)
11 6 48 1 108 -76 -196 -255 -246 -79 -79 -78 -79 -80 -79 -79 -78 -78 -79 -78 -77 -78 -77 -77 -78 -78 -77 -78 -77 -79 -78 -79 -79 -79 -83 -82 -79 -81 -79 -81 -81 -1 -80 -78 -78 -77 -246 -148 -148 -77 -76 -76 -77 -76 -76 -77 -77 -76 -76 -77 -78 -78 -77 -77 -77 -79 -78 -79 -79 -79 -79 -79 -80 -79 -80 -80 -80 -82 -81 -82 -82 -1 -85 -1 -86 (5.816224,4.460714)
11 6 50 1 108 -80 -196 -255 -246 -69 -70 -71 -70 -70 -70 -70 -70 -70 -70 -70 -70 -71 -71 -70 -71 -71 -71 -71 -70 -69 -70 -69 -71 -70 -70 -1 -71 -70 -71 -70 -70 -70 -70 -70 -71 -86 -246 -148 -148 -78 -78 -79 -79 -80 -80 -81 -80 -81 -82 -82 -82 -81 -1 -86 -85 -1 -84 -86 -88 -1 -82 -81 -78 -78 -77 -1 -77 -76 -76 -76 -75 -76 -75 -76 -75 (5.945576,1.992528)
11 6 53 1 108 -196 -255 -246 -71 -71 -70 -71 -70 -72 -70 -71 -70 -70 -70 -72 -70 -71 -70 -72 -72 -71 -71 -70 -70 -71 -70 -71 -72 -71 -73 -74 -75 -76 -75 -71 -71 -70 -70 -71 -72 -246 -148 -148 -78 -78 -78 -79 -78 -77 -77 -77 -78 -77 -77 -77 -77 -77 -77 -81 -79 -76 -76 -76 -1 -77 -78 -80 -81 -82 -1 -85 -86 -86 -86 -81 -81 -83 -81 -81 -83 (6.050000,2.238721)
11 6 55 1 108 -196 -255 -246 -73 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -72 -72 -72 -71 -72 -71 -71 -70 -71 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -73 -74 -74 -246 -148 -148 -76 -77 -77 -77 -78 -77 -78 -77 -78 -77 -77 -77 -77 -76 -78 -78 -77 -76 -78 -77 -77 -77 -76 -76 -75 -76 -76 -76 -76 -76 -74 -75 -73 -1 -73 -74 -74 (6.050000,2.238721)
11 6 58 1 108 -75 -196 -255 -246 -71 -72 -73 -72 -72 -75 -74 -77 -1 -75 -75 -74 -72 -72 -72 -71 -71 -71 -72 -73 -77 -77 -79 -77 -1 -78 -78 -77 -77 -78 -78 -78 -77 -75 -77 -75 -73 -246 -148 -148 -73 -74 -74 -1 -74 -76 -76 -78 -1 -82 -81 -82 -82 -81 -84 -85 -1 -87 -1 -85 -1 -85 -88 -1 -1 -1 -87 -86 -86 -91 -87 -85 -85 -86 -83 -82 (5.918538,2.508444)
11 7 0 1 108 -196 -255 -246 -70 -71 -70 -71 -70 -70 -71 -69 -70 -69 -69 -69 -68 -68 -1 -69 -68 -70 -67 -67 -67 -68 -67 -67 -66 -66 -67 -67 -68 -68 -67 -67 -67 -67 -67 -67 -67 -246 -148 -148 -66 -67 -67 -67 -66 -66 -67 -66 -66 -66 -66 -66 -66 -66 -1 -67 -67 -66 -67 -66 -67 -68 -68 -70 -70 -72 -71 -72 -72 -72 -73 -73 -73 -73 -73 -74 -74 (6.050000,1.412538)
11 7 3 1 108 -196 -255 -246 -69 -70 -70 -71 -71 -70 -70 -71 -70 -71 -71 -71 -72 -70 -70 -71 -72 -71 -70 -71 -71 -72 -71 -72 -71 -71 -71 -70 -70 -70 -71 -70 -70 -71 -70 -71 -70 -246 -148 -148 -70 -69 -70 -69 -69 -68 -69 -69 -68 -69 -70 -69 -69 -68 -69 -69 -68 -69 -68 -68 -68 -69 -69 -71 -71 -72 -71 -71 -71 -71 -72 -72 -71 -71 -71 -71 -71 (6.050000,1.995262)
11 7 6 1 108 -196 -255 -246 -69 -71 -69 -69 -70 -72 -69 -69 -70 -69 -69 -69 -69 -71 -69 -70 -70 -70 -69 -69 -69 -1 -70 -71 -70 -70 -70 -71 -70 -71 -71 -71 -70 -70 -71 -70 -70 -246 -148 -148 -69 -70 -68 -70 -70 -69 -70 -70 -70 -69 -69 -69 -70 -70 -69 -69 -69 -70 -70 -69 -70 -1 -70 -70 -71 -72 -72 -71 -72 -71 -72 -72 -72 -72 -72 -72 -72 (6.050000,1.995262)
11 7 8 1 108 -70 -196 -255 -246 -78 -77 -79 -78 -77 -79 -77 -80 -1 -1 -81 -81 -82 -82 -85 -81 -81 -84 -82 -84 -1 -83 -81 -81 -78 -79 -80 -80 -79 -78 -1 -77 -77 -79 -78 -78 -71 -246 -148 -148 -78 -70 -70 -70 -71 -70 -71 -70 -1 -1 -70 -70 -70 -69 -70 -70 -70 -70 -70 -70 -1 -70 -70 -71 -71 -71 -71 -70 -71 -71 -1 -71 -71 -70 -71 -72 (5.932834,2.235653)
11 7 11 1 108 -79 -77 -196 -255 -246 -82 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -87 -1 -1 -1 -1 -1 -1 -1 -1 -91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -87 -1 -1 -1 -1 -71 -71 -246 -148 -148 -82 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 (5.613187,4.992801)
11 7 14 1 108 -1 -196 -256 -30 -256 -196 -255 -246 -75 -75 -1 -76 -74 -75 -74 -76 -76 -75 -1 -76 -75 -76 -75 -76 -75 -76 -75 -78 -76 -76 -76 -75 -75 -76 -77 -77 -76 -76 -75 -76 -1 -246 -216 -246 -246 -246 -148 -148 -70 -69 -1 -69 -70 -69 -69 -70 -70 -69 -1 -69 -69 -69 -69 -69 -69 -70 -70 -70 -69 -70 -70 -70 -70 -1 -71 -71 -71 -70 -72 -71 (6.047272,0.022220)
11 7 17 1 108 -74 -75 -196 -255 -246 -72 -72 -72 -71 -72 -72 -72 -72 -72 -73 -73 -73 -74 -74 -75 -76 -80 -79 -1 -80 -79 -78 -78 -76 -75 -74 -75 -73 -76 -74 -75 -73 -73 -74 -75 -71 -72 -246 -148 -148 -70 -70 -70 -69 -71 -70 -69 -69 -68 -68 -68 -68 -69 -68 -68 -70 -70 -70 -1 -69 -70 -1 -70 -70 -70 -70 -69 -71 -70 -70 -71 -70 -70 -69 -69 (5.831075,2.502328)
11 7 20 1 108 -196 -256 -30 -256 -196 -255 -246 -80 -80 -81 -1 -80 -1 -82 -81 -80 -80 -80 -1 -81 -79 -79 -80 -78 -77 -79 -78 -78 -81 -81 -82 -82 -81 -82 -86 -1 -1 -1 -1 -1 -246 -216 -246 -246 -246 -148 -148 -72 -72 -72 -1 -73 -1 -72 -73 -72 -72 -73 -1 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -1 -1 -1 -1 -1 (6.048049,0.022302)
11 7 23 1 108 -196 -255 -246 -72 -70 -71 -71 -70 -70 -1 -70 -70 -71 -70 -69 -69 -68 -69 -68 -68 -68 -68 -68 -68 -68 -69 -69 -68 -69 -68 -68 -68 -70 -69 -69 -70 -69 -69 -68 -68 -246 -148 -148 -87 -1 -86 -1 -1 -84 -1 -83 -83 -81 -80 -78 -77 -77 -76 -74 -74 -73 -72 -72 -71 -71 -71 -72 -71 -71 -72 -71 -72 -71 -72 -72 -72 -71 -72 -72 -72 (6.050000,1.778279)
11 7 25 1 108 -68 -69 -196 -255 -246 -82 -1 -1 -1 -1 -1 -87 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -86 -1 -83 -84 -1 -81 -81 -82 -83 -83 -85 -81 -85 -80 -81 -79 -81 -80 -72 -73 -246 -148 -148 -82 -1 -1 -1 -1 -1 -78 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -86 -1 -1 -1 -1 -1 -1 -87 -1 -86 -1 -85 -88 -85 -1 -84 -83 -85 (5.895013,1.771513)
11 7 28 1 108 -1 -81 -196 -255 -246 -79 -79 -84 -82 -80 -79 -79 -74 -77 -75 -73 -72 -72 -72 -72 -72 -72 -72 -73 -73 -73 -72 -73 -74 -75 -78 -80 -1 -83 -1 -1 -1 -1 -1 -1 -1 -83 -246 -148 -148 -80 -80 -80 -82 -82 -81 -80 -79 -80 -76 -76 -75 -76 -75 -75 -75 -75 -76 -76 -75 -76 -78 -78 -78 -78 -79 -80 -1 -80 -1 -1 -1 -1 -1 -1 (5.804362,2.807658)
11 7 30 1 108 -196 -255 -246 -77 -77 -77 -78 -1 -1 -1 -78 -78 -79 -78 -77 -76 -77 -78 -78 -77 -79 -78 -76 -76 -76 -74 -74 -75 -74 -74 -74 -75 -73 -75 -74 -74 -75 -75 -74 -75 -246 -148 -148 -78 -78 -76 -76 -1 -1 -1 -76 -77 -77 -1 -77 -76 -77 -76 -77 -76 -77 -77 -77 -76 -78 -78 -79 -79 -80 -79 -80 -81 -80 -83 -80 -80 -83 -83 -81 -83 (6.050000,3.162278)
