11 19 36 1 102 -71 -71 -71 -72 -71 -71 -71 -71 -71 -72 -71 -1 -71 -71 -71 -71 -71 -71 -71 -72 -72 -72 -71 -71 -72 -71 -71 -71 -72 -71 -71 -71 -71 -71 -71 -71 -1 -71 -71 -71 -73 -73 -73 -74 -73 -74 -73 -73 -72 -72 -73 -1 -73 -72 -73 -73 -73 -73 -73 -73 -73 -73 -73 -72 -73 -72 -73 -72 -73 -73 -73 -73 -73 -73 -72 -73 -1 -74 -73 -73 (3.544232,0.175220)
11 19 38 1 102 -72 -196 -255 -246 -71 -71 -71 -72 -71 -71 -71 -71 -71 -71 -71 -71 -71 -72 -71 -71 -71 -70 -72 -71 -71 -71 -71 -72 -72 -71 -72 -1 -71 -72 -71 -72 -71 -71 -72 -71 -73 -246 -154 -154 -74 -74 -74 -75 -75 -74 -75 -74 -75 -74 -74 -74 -73 -74 -74 -74 -74 -74 -74 -73 -74 -74 -74 -73 -73 -73 -73 -1 -74 -74 -73 -74 -73 -73 -73 -74 (5.932834,2.235653)
11 19 41 1 102 -72 -196 -255 -246 -71 -72 -72 -72 -72 -74 -72 -72 -72 -71 -72 -72 -71 -72 -73 -72 -1 -72 -72 -72 -72 -72 -72 -72 -73 -72 -72 -72 -73 -73 -73 -72 -73 -73 -73 -74 -74 -246 -154 -154 -73 -72 -73 -72 -73 -72 -73 -72 -73 -73 -72 -73 -72 -73 -73 -74 -1 -73 -74 -73 -73 -73 -72 -73 -72 -72 -72 -72 -1 -72 -72 -72 -72 -72 -73 -72 (5.918538,2.508444)
11 19 43 1 102 -73 -196 -255 -246 -73 -72 -72 -74 -73 -1 -73 -72 -73 -73 -73 -72 -73 -73 -73 -72 -73 -73 -73 -73 -72 -74 -73 -74 -1 -74 -74 -74 -74 -73 -74 -74 -74 -74 -73 -74 -72 -246 -154 -154 -73 -73 -74 -72 -74 -1 -73 -73 -74 -75 -74 -74 -74 -74 -74 -75 -75 -74 -74 -74 -74 -73 -73 -73 -1 -73 -72 -73 -72 -73 -72 -73 -72 -1 -72 -72 (5.902497,2.814520)
11 19 46 1 102 -196 -255 -246 -72 -71 -71 -72 -72 -72 -72 -71 -71 -70 -70 -70 -1 -70 -68 -70 -69 -69 -68 -69 -68 -69 -69 -69 -69 -70 -70 -71 -71 -71 -72 -71 -72 -71 -72 -72 -71 -246 -154 -154 -72 -72 -72 -71 -72 -72 -71 -71 -72 -72 -72 -71 -1 -71 -71 -71 -71 -71 -72 -72 -71 -71 -71 -71 -70 -71 -71 -71 -72 -71 -72 -72 -73 -73 -73 -75 -74 (6.050000,1.778279)
11 19 48 1 102 -72 -196 -255 -246 -72 -72 -72 -72 -72 -72 -72 -71 -71 -71 -71 -72 -71 -71 -72 -71 -72 -1 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -73 -73 -73 -72 -73 -72 -73 -74 -246 -154 -154 -75 -76 -1 -76 -76 -76 -75 -75 -76 -74 -75 -74 -74 -72 -73 -74 -74 -1 -74 -74 -74 -75 -73 -73 -73 -72 -73 -73 -72 -73 -72 -72 -72 -72 -72 -72 (5.918538,2.508444)
11 19 51 1 102 -74 -73 -196 -255 -246 -72 -72 -72 -72 -72 -71 -70 -70 -70 -70 -70 -70 -70 -70 -69 -70 -69 -70 -68 -69 -68 -69 -69 -69 -69 -69 -69 -69 -69 -69 -69 -68 -69 -69 -69 -72 -72 -246 -154 -154 -73 -73 -73 -73 -73 -72 -1 -72 -74 -73 -72 -72 -73 -72 -72 -72 -73 -73 -72 -73 -73 -72 -72 -73 -72 -72 -72 -72 -72 -73 -72 -72 -72 -73 -72 (5.895013,1.771513)
11 19 53 1 102 -70 -196 -255 -246 -72 -71 -72 -71 -72 -71 -72 -71 -72 -72 -72 -72 -72 -71 -72 -72 -72 -71 -72 -72 -72 -72 -71 -72 -72 -72 -72 -72 -71 -73 -71 -72 -72 -71 -72 -72 -72 -246 -154 -154 -74 -72 -73 -72 -73 -73 -72 -73 -72 -72 -72 -72 -72 -72 -1 -72 -71 -72 -72 -72 -72 -72 -72 -72 -73 -72 -72 -73 -73 -72 -72 -73 -73 -72 -72 -72 (5.932834,2.235653)
11 19 56 1 102 -196 -255 -246 -72 -72 -72 -72 -72 -71 -72 -72 -71 -72 -71 -71 -72 -72 -72 -71 -72 -72 -71 -72 -71 -71 -72 -72 -72 -71 -72 -72 -72 -72 -1 -72 -72 -72 -72 -72 -72 -246 -154 -154 -72 -72 -73 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -72 -72 -72 -72 -72 -72 (6.050000,2.511886)
11 19 58 1 102 -72 -196 -255 -246 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -71 -71 -72 -72 -72 -71 -72 -71 -72 -72 -72 -72 -72 -72 -71 -72 -71 -72 -72 -72 -72 -72 -72 -72 -72 -73 -246 -154 -154 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -72 -72 -72 -73 -72 -72 -72 -72 -72 -72 -72 -72 -73 -72 -73 -73 -72 -73 -72 -72 -72 -72 -73 -73 -73 (5.918538,2.508444)
