11 23 51 1 102 -71 -72 -71 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -71 -70 -70 -71 -71 -1 -71 -71 -70 -70 -70 -70 -71 -69 -71 -71 -71 -70 -71 -71 -70 -70 -71 -1 -70 -70 -69 -70 -70 -70 -69 -70 -70 -70 -70 -70 -70 -70 -70 (6.050000,2.511886)
11 23 51 1 108 -61 -61 -61 -61 -60 -59 -60 -61 -60 -60 -61 -61 -62 -61 -61 -61 -61 -61 -60 -61 -61 -59 -61 -62 -62 -63 -63 -63 -62 -62 -63 -61 -63 -62 -62 -62 -62 -63 -62 -63 -60 -59 -60 -59 -59 -60 -59 -60 -58 -59 -60 -60 -60 -60 -60 -60 -61 -60 -61 -61 -62 -60 -60 -59 -61 -59 -60 -61 -60 -60 -60 -60 -59 -59 -60 -59 -60 -59 -60 -60 (5.450513,0.521126)
11 23 54 1 102 -196 -254 -246 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -1 -73 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -74 -72 -72 -73 -73 -74 -72 -72 -72 -73 -72 -73 -72 -73 -246 -154 -154 -73 -72 -71 -71 -71 -72 -71 -1 -71 -71 -1 -71 -71 -71 -70 -70 -70 -71 -71 -72 -71 -71 -71 -71 -71 -71 -70 -71 -71 -72 -72 -71 -71 -70 -71 -71 -72 (6.050000,2.818383)
11 23 54 1 108 -167 -154 -154 -61 -61 -61 -61 -61 -61 -61 -62 -61 -61 -61 -61 -61 -60 -61 -59 -60 -61 -60 -60 -61 -61 -61 -61 -62 -65 -62 -63 -62 -63 -62 -62 -62 -63 -62 -62 -62 -207 -148 -148 -62 -60 -60 -60 -60 -61 -60 -60 -62 -60 -60 -62 -62 -62 -62 -61 -62 -62 -61 -62 -1 -62 -61 -61 -63 -62 -62 -61 -62 -61 -61 -61 -62 -61 -61 -62 -61 (6.050000,0.630957)
11 23 57 1 102 -196 -254 -246 -72 -72 -72 -71 -72 -1 -72 -71 -71 -72 -72 -71 -72 -72 -72 -72 -71 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -72 -246 -154 -154 -72 -72 -72 -72 -72 -1 -72 -71 -71 -71 -72 -72 -71 -71 -72 -72 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -70 -71 -71 -72 -71 -71 -71 -72 -71 -72 (6.050000,2.511886)
11 23 57 1 108 -167 -154 -154 -63 -63 -63 -63 -61 -62 -62 -62 -63 -63 -62 -62 -60 -61 -62 -61 -61 -62 -61 -62 -63 -62 -63 -62 -63 -61 -61 -64 -61 -61 -64 -62 -63 -1 -62 -62 -61 -207 -148 -148 -60 -59 -60 -60 -60 -61 -61 -59 -61 -62 -60 -61 -61 -61 -61 -63 -62 -63 -61 -62 -61 -61 -61 -62 -61 -59 -63 -60 -61 -61 -61 -59 -60 -1 -61 -60 -62 (6.050000,0.707946)
11 23 59 1 102 -196 -254 -246 -71 -71 -71 -71 -72 -71 -71 -71 -71 -72 -71 -71 -71 -72 -71 -71 -71 -72 -71 -71 -71 -72 -71 -1 -72 -71 -71 -71 -71 -72 -71 -71 -71 -72 -72 -71 -71 -246 -154 -154 -72 -72 -72 -72 -71 -72 -71 -71 -72 -71 -71 -72 -71 -72 -71 -71 -71 -72 -72 -71 -71 -72 -71 -1 -71 -71 -72 -71 -71 -71 -72 -71 -71 -71 -71 -71 -71 (6.050000,2.511886)
11 23 59 1 108 -167 -154 -154 -62 -62 -62 -63 -62 -62 -61 -62 -63 -63 -62 -62 -62 -62 -61 -64 -62 -62 -61 -62 -61 -62 -62 -63 -63 -64 -64 -1 -62 -62 -63 -62 -61 -61 -63 -62 -62 -207 -148 -148 -59 -59 -60 -60 -60 -60 -62 -60 -61 -61 -60 -59 -62 -61 -61 -61 -59 -62 -61 -62 -61 -62 -60 -61 -61 -60 -60 -1 -60 -60 -59 -59 -60 -59 -59 -59 -60 (6.050000,0.794328)
11 24 2 1 102 -196 -254 -246 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -72 -72 -72 -72 -71 -72 -72 -72 -73 -73 -72 -1 -72 -73 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -246 -154 -154 -71 -72 -72 -71 -71 -71 -71 -72 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -1 -71 -71 -71 -71 -71 -71 -71 -71 -70 -71 -72 -71 -71 -71 (6.050000,2.511886)
11 24 2 1 108 -167 -154 -154 -61 -62 -61 -61 -62 -62 -61 -62 -61 -61 -61 -61 -60 -60 -59 -60 -59 -61 -61 -61 -61 -61 -61 -62 -62 -63 -63 -63 -63 -62 -62 -63 -64 -62 -64 -63 -63 -207 -148 -148 -60 -60 -60 -61 -61 -62 -60 -62 -61 -61 -62 -62 -61 -62 -61 -62 -63 -62 -62 -62 -61 -61 -61 -61 -62 -61 -61 -61 -60 -62 -61 -62 -62 -62 -62 -59 -61 (6.050000,0.630957)
11 24 5 1 102 -196 -254 -246 -72 -72 -72 -72 -72 -71 -71 -72 -71 -72 -71 -71 -71 -72 -72 -71 -71 -71 -71 -71 -71 -71 -71 -71 -71 -72 -71 -71 -72 -71 -71 -71 -71 -72 -71 -1 -72 -246 -154 -154 -73 -72 -73 -72 -72 -73 -72 -72 -72 -72 -72 -72 -72 -72 -73 -72 -71 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -72 -71 -72 -72 -72 -71 -1 -72 (6.050000,2.511886)
11 24 5 1 108 -167 -154 -154 -61 -61 -62 -62 -61 -61 -59 -61 -60 -61 -60 -60 -1 -60 -60 -60 -59 -59 -60 -59 -60 -62 -61 -61 -62 -63 -62 -63 -63 -63 -62 -64 -64 -63 -63 -62 -63 -207 -148 -148 -60 -60 -62 -62 -61 -62 -62 -62 -62 -62 -63 -63 -1 -63 -62 -63 -62 -63 -62 -62 -62 -61 -61 -62 -62 -62 -62 -62 -62 -62 -62 -62 -62 -62 -62 -62 -63 (6.050000,0.630957)
11 24 8 1 102 -196 -254 -246 -70 -69 -69 -70 -71 -70 -71 -71 -70 -71 -71 -71 -71 -71 -71 -1 -71 -71 -71 -71 -71 -71 -1 -72 -71 -72 -71 -72 -72 -71 -1 -71 -71 -71 -71 -72 -72 -246 -154 -154 -72 -72 -72 -72 -72 -72 -72 -72 -73 -73 -73 -72 -72 -72 -73 -1 -72 -72 -73 -72 -73 -72 -1 -72 -72 -73 -72 -72 -72 -72 -1 -72 -72 -72 -72 -73 -73 (6.050000,1.995262)
11 24 8 1 108 -167 -154 -154 -61 -64 -63 -64 -63 -62 -63 -64 -63 -64 -1 -60 -60 -60 -63 -64 -61 -63 -62 -62 -60 -60 -63 -64 -63 -63 -63 -63 -64 -64 -64 -63 -63 -64 -64 -65 -64 -207 -148 -148 -64 -64 -63 -63 -64 -63 -64 -64 -64 -63 -1 -63 -63 -63 -64 -63 -60 -63 -63 -64 -64 -64 -64 -64 -65 -66 -64 -65 -66 -65 -65 -65 -65 -66 -65 -65 -66 (6.050000,0.707946)
